scenarioId,flow,itemId,voiceId,exposureType,implementationState,gapAssumptionMs,sequenceOrder,cueKeys,scripts,assetCount,estimatedSpeechMs,estimatedTotalMs,countdownStartsAtMs,audibleGoAtMs,budgetClass,targetMs,hardMaxMs,passesTarget,passesHardMax,notes
training-thoracic-rotation-side-change-marcus-gap100,training,thoracic-rotation,marcus,side_change_path,ready_after_audio_generation,100,1,ex-thoracic-rotation-next-v21,Thoracic rotation.,1,1120,1120,1120,4120,later_set_reminder,4000,6000,true,true,Not side-specific.
training-thoracic-rotation-side-change-marcus-gap250,training,thoracic-rotation,marcus,side_change_path,ready_after_audio_generation,250,1,ex-thoracic-rotation-next-v21,Thoracic rotation.,1,1120,1120,1120,4120,later_set_reminder,4000,6000,true,true,Not side-specific.
training-thoracic-rotation-repeat-clara-gap0,training,thoracic-rotation,clara,repeat_instructions,ready_after_audio_generation,0,1;2,ex-thoracic-rotation-first-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;Move for thirty seconds.",2,9480,9480,9480,12480,repeat_instructions,10000,14000,true,true,No set count.
training-thoracic-rotation-repeat-clara-gap100,training,thoracic-rotation,clara,repeat_instructions,ready_after_audio_generation,100,1;2,ex-thoracic-rotation-first-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;Move for thirty seconds.",2,9480,9580,9580,12580,repeat_instructions,10000,14000,true,true,No set count.
training-thoracic-rotation-repeat-clara-gap250,training,thoracic-rotation,clara,repeat_instructions,ready_after_audio_generation,250,1;2,ex-thoracic-rotation-first-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;Move for thirty seconds.",2,9480,9730,9730,12730,repeat_instructions,10000,14000,true,true,No set count.
training-thoracic-rotation-repeat-marcus-gap0,training,thoracic-rotation,marcus,repeat_instructions,ready_after_audio_generation,0,1;2,ex-thoracic-rotation-first-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;Move for thirty seconds.",2,9240,9240,9240,12240,repeat_instructions,10000,14000,true,true,No set count.
training-thoracic-rotation-repeat-marcus-gap100,training,thoracic-rotation,marcus,repeat_instructions,ready_after_audio_generation,100,1;2,ex-thoracic-rotation-first-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;Move for thirty seconds.",2,9240,9340,9340,12340,repeat_instructions,10000,14000,true,true,No set count.
training-thoracic-rotation-repeat-marcus-gap250,training,thoracic-rotation,marcus,repeat_instructions,ready_after_audio_generation,250,1;2,ex-thoracic-rotation-first-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;Move for thirty seconds.",2,9240,9490,9490,12490,repeat_instructions,10000,14000,true,true,No set count.
training-thoracic-rotation-tracking-recovery-clara-gap0,training,thoracic-rotation,clara,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5160,5160,8160,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-thoracic-rotation-tracking-recovery-clara-gap100,training,thoracic-rotation,clara,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5260,5260,8260,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-thoracic-rotation-tracking-recovery-clara-gap250,training,thoracic-rotation,clara,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5410,5410,8410,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-thoracic-rotation-tracking-recovery-marcus-gap0,training,thoracic-rotation,marcus,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5040,5040,8040,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-thoracic-rotation-tracking-recovery-marcus-gap100,training,thoracic-rotation,marcus,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5140,5140,8140,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-thoracic-rotation-tracking-recovery-marcus-gap250,training,thoracic-rotation,marcus,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5290,5290,8290,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-thoracic-rotation-pause-resume-clara-gap0,training,thoracic-rotation,clara,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-thoracic-rotation-pause-resume-clara-gap100,training,thoracic-rotation,clara,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-thoracic-rotation-pause-resume-clara-gap250,training,thoracic-rotation,clara,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-thoracic-rotation-pause-resume-marcus-gap0,training,thoracic-rotation,marcus,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-thoracic-rotation-pause-resume-marcus-gap100,training,thoracic-rotation,marcus,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-thoracic-rotation-pause-resume-marcus-gap250,training,thoracic-rotation,marcus,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-toe-raise-supported-first-use-cold-clara-gap0,training,toe-raise-supported,clara,first_use_cold_equipment,implementation_required_before_preview,0,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8820,8820,8820,11820,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-toe-raise-supported-first-use-cold-clara-gap100,training,toe-raise-supported,clara,first_use_cold_equipment,implementation_required_before_preview,100,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8820,9020,9020,12020,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-toe-raise-supported-first-use-cold-clara-gap250,training,toe-raise-supported,clara,first_use_cold_equipment,implementation_required_before_preview,250,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8820,9320,9320,12320,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-toe-raise-supported-first-use-cold-marcus-gap0,training,toe-raise-supported,marcus,first_use_cold_equipment,implementation_required_before_preview,0,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8610,8610,8610,11610,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-toe-raise-supported-first-use-cold-marcus-gap100,training,toe-raise-supported,marcus,first_use_cold_equipment,implementation_required_before_preview,100,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8610,8810,8810,11810,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-toe-raise-supported-first-use-cold-marcus-gap250,training,toe-raise-supported,marcus,first_use_cold_equipment,implementation_required_before_preview,250,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8610,9110,9110,12110,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-toe-raise-supported-first-use-warm-clara-gap0,training,toe-raise-supported,clara,first_use_after_family_introduced,implementation_required_before_preview,0,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8820,8820,8820,11820,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-toe-raise-supported-first-use-warm-clara-gap100,training,toe-raise-supported,clara,first_use_after_family_introduced,implementation_required_before_preview,100,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8820,9020,9020,12020,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-toe-raise-supported-first-use-warm-clara-gap250,training,toe-raise-supported,clara,first_use_after_family_introduced,implementation_required_before_preview,250,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8820,9320,9320,12320,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-toe-raise-supported-first-use-warm-marcus-gap0,training,toe-raise-supported,marcus,first_use_after_family_introduced,implementation_required_before_preview,0,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8610,8610,8610,11610,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-toe-raise-supported-first-use-warm-marcus-gap100,training,toe-raise-supported,marcus,first_use_after_family_introduced,implementation_required_before_preview,100,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8610,8810,8810,11810,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-toe-raise-supported-first-use-warm-marcus-gap250,training,toe-raise-supported,marcus,first_use_after_family_introduced,implementation_required_before_preview,250,1;2;3,ex-toe-raise-supported-first-v21;final-position-set-v21;target-toe-raise-supported-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.;You're set.;Move for thirty seconds.",3,8610,9110,9110,12110,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
